ID,timestamp,durantion,consumedDisk,consumedCPUrate,parentJob,hostMachine
QzeIFJvVlY5SYPLSKpWDthzPwKpPlmfm3huRwTngGoXZvrOvUKluPDWftQo,2017-10-31 13:01:25.042,-1839449780,0.59159356,0.52577037,AGoKl08fOFf3ugy82sVqGU7gDbtbXzNw4fQltmwL6ponOsSaMRAB0TkB2o27eaeN5jNhaF,yiGruYDUvEoT0UUzwVdmqTYjVMATxA8W1g4RitvZqNyuXG7aDD4NH2Q7kea
M2va8f4Q80Jqca8GKY8LkchX12Cg6DWG1ZDpL1bmvSnquTC9Zi1fH4A0ffNe,2017-10-31 13:01:25.042,-1528261040,0.3568703,0.43776983,AGoKl08fOFf3ugy82sVqGU7gDbtbXzNw4fQltmwL6ponOsSaMRAB0TkB2o27eaeN5jNhaF,pNlDrCgq8hhdXl2XZ5qwFGqNFOBTPEcvWOGYJiFdH39V8xV5dMYT1RXOuFE1v
YraI8rEgNeTN7V8poSrwmdEPfXyGv7vTZVavRMdp0ERPDSm2pJeNSCKeSFwHikmMyB,2017-10-31 13:01:25.042,1060565220,0.0524835,0.24841529,01sWHkmzmheoY0AcCAt9xFPPxhz0IbjPBsuPr6s8M1LGS2RWibbyKsq19APHkSIBSHlIv,bbYV0EFvRsTzjqe1ynr2vqnxa0rdcKb7lT5AIPXziUcKpf5Wy0depUQOVHvHzXFl
XVVUAe3pyDHea8HKRKnRkXNxK9syAyE3sRbabNLLd3VJskUAXQwm2BwtxZi4hmHf6r,2017-10-31 13:01:25.042,-551104880,0.7358556,0.49455398,01sWHkmzmheoY0AcCAt9xFPPxhz0IbjPBsuPr6s8M1LGS2RWibbyKsq19APHkSIBSHlIv,qu9uNvfwXnBufbjTyg9jWApTN6ZRXsKAPdYkMf67syNsUq2EfaUBpvKsN6x
hXSo3xNZwqV2DbzfJqgz4RpTT05OnQdha0LmMexEDOWrK7TSp7O5W9ImWS3L,2017-10-31 13:01:25.042,-296977176,0.87914646,0.083809555,01sWHkmzmheoY0AcCAt9xFPPxhz0IbjPBsuPr6s8M1LGS2RWibbyKsq19APHkSIBSHlIv,mUQLnu1Xk6yTFbuZik3QtcawzMnSEyJcXugZEF4PqMzh8JW3aXE6IKcCGE7Spdj8uk6p
cHLoYn1f1Iq8TONYesBafbNBj7P8qSF1wnQDjTdu6YxgphsCP88HYJViRFYmqFtMJomM4,2017-10-31 13:01:25.043,-738305740,0.6210612,0.2884066,01sWHkmzmheoY0AcCAt9xFPPxhz0IbjPBsuPr6s8M1LGS2RWibbyKsq19APHkSIBSHlIv,aBedBXa9Na5pQZHFuri8D1s62uzpX3dSRSUeluFhX5VggR9XYAjEicvosmVS
2XHu6TckykcOR0bMbtdMAKohdNhjSeIjRZTomkA6tjvMCyPUaJEnXZOPLOqFX9V,2017-10-31 13:01:25.043,-805183104,0.17642272,0.2921098,01sWHkmzmheoY0AcCAt9xFPPxhz0IbjPBsuPr6s8M1LGS2RWibbyKsq19APHkSIBSHlIv,mUQLnu1Xk6yTFbuZik3QtcawzMnSEyJcXugZEF4PqMzh8JW3aXE6IKcCGE7Spdj8uk6p
QZMPLLD6EBbgsi4s8A943GudxD0vQEI2jyBwDlYFe4ODoYdGhxz5TDte1VsLhxDXT,2017-10-31 13:01:25.043,1582402412,0.6910626,0.77362925,01sWHkmzmheoY0AcCAt9xFPPxhz0IbjPBsuPr6s8M1LGS2RWibbyKsq19APHkSIBSHlIv,HHHlSo63PvVpGM6mVoqHge71Nckpy3QxEuS9ofaJuIANIVkNhCy2pcjgOXp9hyAW0RJp
tetm2Ihju964EC6UVtJQTFpqNoL6i3zFkBRqk6XlfjV9LVadZPQH69rwUcs5EJWYd4,2017-10-31 13:01:25.043,-2121081724,0.95826644,0.11364043,01sWHkmzmheoY0AcCAt9xFPPxhz0IbjPBsuPr6s8M1LGS2RWibbyKsq19APHkSIBSHlIv,beBL94YMYbQEqo4MZxwFyNL1P4PxeAckbGxM3aGLmYIy7lcy7flkczeZ90O47U38Zm4GLZ
R1AmSGqOIIWArqdM4wfpCOHLTVq5dm2GsdyzMptfUM10UULWUpZf7EfAL5xj5Xuab,2017-10-31 13:01:25.044,2107081716,0.14783597,0.015343666,01sWHkmzmheoY0AcCAt9xFPPxhz0IbjPBsuPr6s8M1LGS2RWibbyKsq19APHkSIBSHlIv,AFJJLad04qspvlbhSYI3aFzgfUlhU9IqXuTkgWFfymcfR7r4x9afLOjU7Mo
KLEcjsJt7IHXTEx3k5Fo7R8Gp7K2g9haWFUz9wWz3j8ndyrEQcR8xknZg808QTIEcT0FB,2017-10-31 13:01:25.044,-1357384760,0.11855459,0.803417,01sWHkmzmheoY0AcCAt9xFPPxhz0IbjPBsuPr6s8M1LGS2RWibbyKsq19APHkSIBSHlIv,hFk1B3MVaNhyET1y8V0SSIkDU2IDytxPtQQHKS4fdxZZJ2CbzLz9FOuTKl
49cMYWnzoQAttozOyoEjwEYv40nhyg05JofkYDisG1FG52DlChFpNh0KcziXjbxCiw4YYN,2017-10-31 13:01:25.044,253651160,0.23027968,0.43144232,Cl0H4LyiMa5goJEH0a6vdUOGd958c3RNnDmJ43JQTczUdKMSAiwMt359kc1pTsT15Bi4,iV06ttOwf9NvIkUpOTH5jLkPZb0SYigy10ZpMDqOLmOSdlZvrOxNTM7ONdJwSwpNZ4ciXs
yFq0CBl5GhkXkslBNpzWIgQSNk0urosLzPsFCjavQc1nJJew3l6ussXjQZKfzHhFKOYuT,2017-10-31 13:01:25.044,1767471452,0.8497204,0.6955974,Cl0H4LyiMa5goJEH0a6vdUOGd958c3RNnDmJ43JQTczUdKMSAiwMt359kc1pTsT15Bi4,S0L3Ym3C4BJOu0v9ZsQwXG5U4LOOiBfEKBFJcDH6dlQsECSGxIDLzWgohH
EkA0k42EWEGeqhQRJV9ChT7PcPslu15daDjZf60I4SVWdtojIODutYxK57Z6wz1VUFyx,2017-10-31 13:01:25.045,1552173168,0.2962829,0.60044897,Cl0H4LyiMa5goJEH0a6vdUOGd958c3RNnDmJ43JQTczUdKMSAiwMt359kc1pTsT15Bi4,AFJJLad04qspvlbhSYI3aFzgfUlhU9IqXuTkgWFfymcfR7r4x9afLOjU7Mo
uDzFZY48FwJdUjSl3UYsgS19LPtcrI8S92l9mcxFKGGPbLG5GknzO41Csz13fXroJo,2017-10-31 13:01:25.045,-177525812,0.7783927,0.59715354,Cl0H4LyiMa5goJEH0a6vdUOGd958c3RNnDmJ43JQTczUdKMSAiwMt359kc1pTsT15Bi4,9Ond1JDvIg1GPQppcR3Eqqyigi0TlvEBQrBrRTyNd1ev9QzjTlg39Wya3ffVLJcpfo2
uVfFgYS7gyGukq5irWSyOlUrTauJwNWdsqHm2U6Y0NJNgw2aobytDDgplVP7h8jE,2017-10-31 13:01:25.045,139317900,0.36714,0.669172,Cl0H4LyiMa5goJEH0a6vdUOGd958c3RNnDmJ43JQTczUdKMSAiwMt359kc1pTsT15Bi4,IG8K6cvQgHBAXqeyWdg2KozCyEUN7iTXqRDrTEuEUOiRY1IBcYJ3HGRZajUatg
z75shCbIPhQTCH9ccLwpgQwYwefDwJogvdTlXDxABwEW9W61QNoZcPRfBDiSM,2017-10-31 13:01:25.045,-1681265552,0.406995,0.63079625,Cl0H4LyiMa5goJEH0a6vdUOGd958c3RNnDmJ43JQTczUdKMSAiwMt359kc1pTsT15Bi4,YHGnqyHWVjG9WHaw6OU9fcFfP2JzVdGKKeNVDrteT0Ouleyy3BSumkGXGKf7Kwod
clyA9xDH0NHqky9e2qk8eL8NZbf274jPqjgSsdPSKHgu8iQTdgelrJoUN1wQzmVynkuA,2017-10-31 13:01:25.045,1613257372,0.7582218,0.13386434,Cl0H4LyiMa5goJEH0a6vdUOGd958c3RNnDmJ43JQTczUdKMSAiwMt359kc1pTsT15Bi4,AFJJLad04qspvlbhSYI3aFzgfUlhU9IqXuTkgWFfymcfR7r4x9afLOjU7Mo
cqfFlq7punqQCGmd51s8KlcSy7meJo7uEY4GTj4YnaLI1wMOEhfask5yOioGMOLgbZDE,2017-10-31 13:01:25.046,-1974992300,0.6519246,0.46205533,822RpBNGaMWVohCi69xJb2XV2IHVSt5BhM6ju6ivJBUHJUonYAkElAykDZLMRjDX6lUoa9,mUQLnu1Xk6yTFbuZik3QtcawzMnSEyJcXugZEF4PqMzh8JW3aXE6IKcCGE7Spdj8uk6p
TAH8sJiQ8fbP3Lg2JIE62onxwKELSJIaJLfnyAuu3buE4PX2LzYJ5TDAzC3gtU5dvH1yOL,2017-10-31 13:01:25.046,396703644,0.8805818,0.3106556,822RpBNGaMWVohCi69xJb2XV2IHVSt5BhM6ju6ivJBUHJUonYAkElAykDZLMRjDX6lUoa9,qu9uNvfwXnBufbjTyg9jWApTN6ZRXsKAPdYkMf67syNsUq2EfaUBpvKsN6x
Ui5Yw9DGDW30cpJy3ALsGRrqOS7JB9lypIQAopEZPlYG2J5bY7JyborKDkiGXH638,2017-10-31 13:01:25.046,524211592,0.8441474,0.049280047,822RpBNGaMWVohCi69xJb2XV2IHVSt5BhM6ju6ivJBUHJUonYAkElAykDZLMRjDX6lUoa9,YHGnqyHWVjG9WHaw6OU9fcFfP2JzVdGKKeNVDrteT0Ouleyy3BSumkGXGKf7Kwod
fTI4SZRmE2KrKjxAwYteMFxLsU4O7ivP1U4NOoxNifMA0pSV0hxT74Ou4UYFHzL2,2017-10-31 13:01:25.046,-1551354816,0.9577098,0.27441972,822RpBNGaMWVohCi69xJb2XV2IHVSt5BhM6ju6ivJBUHJUonYAkElAykDZLMRjDX6lUoa9,biEmRPOVQc9HUulsQkF6XeNYOXX7RlfmEOfsSI7TXlOAWuXFkeriHGHI8Ry2MJ5
tQW1pc4uYgBANFpWMa01bQyDBJYYz1BEhrb3CG1g6xpMh0xE6AG03BaD3JoBFb9h5K5D,2017-10-31 13:01:25.047,-675809196,0.1446842,0.8490476,822RpBNGaMWVohCi69xJb2XV2IHVSt5BhM6ju6ivJBUHJUonYAkElAykDZLMRjDX6lUoa9,mAH1FlGvQYXCwGS0NMLmxZhY6op7ZNJHfm8GlhRZWFQKid3VYtArjzDlOAqh
lN48O4SGQ91EHrZTK43AJVS1sqoGkHoPN8CWuZT4MW8ryMFRw6fRuqG8Xnt5h9qP,2017-10-31 13:01:25.047,1205430944,0.9685509,0.8207838,822RpBNGaMWVohCi69xJb2XV2IHVSt5BhM6ju6ivJBUHJUonYAkElAykDZLMRjDX6lUoa9,bP1tbfHY69s2W6rqKtBiyXhw6vDr7t5uRylELoaA3MFKqmAHjTiYwX36y6uCT5Wf
7y1Ai4yFN4E7UDbNZJDxSAUPiL688yfKRaKeGDdgTE88473frKrOHupU4v4v,2017-10-31 13:01:25.047,-1063368192,0.3209865,0.8231889,822RpBNGaMWVohCi69xJb2XV2IHVSt5BhM6ju6ivJBUHJUonYAkElAykDZLMRjDX6lUoa9,S9bNjpxRXrGGJ3K3o0miGfSs14ZUeentHMuWiNiYx3Xd9vDMC7r4kDe1J7pDyoh4Z
xqOKNr71rwWZZC0nuv4ALTZovol2Jud6elFS1Da6jhuzKRVK7eZy2jxfRz,2017-10-31 13:01:25.047,271811100,0.8258476,0.813596,822RpBNGaMWVohCi69xJb2XV2IHVSt5BhM6ju6ivJBUHJUonYAkElAykDZLMRjDX6lUoa9,qu9uNvfwXnBufbjTyg9jWApTN6ZRXsKAPdYkMf67syNsUq2EfaUBpvKsN6x
ZIcBmsJmIztg3EDvaIKdel9PlmDRfdEIz8S5Ub9AbPEYaR7YC9PsqL9cPIN7DLcpjDZVS,2017-10-31 13:01:25.048,-47358168,0.08193797,0.044894814,hKYjMIuIvbftp8LQlyhioL98kKSf81MUpULS4to2c8qMZULxTABstgbedqMTQHio,bkwJCqtWhRZyS8XBqD2ahreaKOkawBD813jtY9Ug48YLOUkjXcFxc7vPvGv3oQwj9qs
Ftxm74AwFKhC5fz0wRL6xIAjVsfnqxwWktOhTdwgTgo3gRZeJ0u6tG2zKYQ4k4Mabc,2017-10-31 13:01:25.048,-1724230936,0.37110424,0.36912698,hKYjMIuIvbftp8LQlyhioL98kKSf81MUpULS4to2c8qMZULxTABstgbedqMTQHio,S3C5IK6n98OB5wTcPFJLC729q1GmsXaaowA8WStBcr48627UbsaUP2c8lSHZGkt6k
jhL3xbjL8JK7ky3IOYbrEBp4HhqVZ1jbX3zU72dygPQHHljUaEERw0x9CF3UAFqbcgpke,2017-10-31 13:01:25.048,-585948856,0.7791548,0.94086933,hKYjMIuIvbftp8LQlyhioL98kKSf81MUpULS4to2c8qMZULxTABstgbedqMTQHio,beBL94YMYbQEqo4MZxwFyNL1P4PxeAckbGxM3aGLmYIy7lcy7flkczeZ90O47U38Zm4GLZ
ipELsKjHuOmrGEVnEDpb3QDv3IOC5DPQrhwTHQ37dXi7rWzifsiYhl9F67FDmlx,2017-10-31 13:01:25.049,-2035464684,0.24820626,0.5041649,hKYjMIuIvbftp8LQlyhioL98kKSf81MUpULS4to2c8qMZULxTABstgbedqMTQHio,rnTn0N5YwbFVgen7ST6hfafbQgbUD9mdNmUGAbf8CPMLeazSRar9EZFa3dI7ZrzB9BJc
h8G2QzELWcsymaHYuVdnvzHXm6qB0YyDEpSrUrQ8vJAXrKWjR18hSrhSz9onZ4,2017-10-31 13:01:25.049,1557506780,0.40571797,0.4938199,hKYjMIuIvbftp8LQlyhioL98kKSf81MUpULS4to2c8qMZULxTABstgbedqMTQHio,ZYj1t5uk6cFIHiL96sqQhLKfvXM9cn2c5YHbHgnOUHgYDz5tyIWE7ai1gh8FQ8Rf5C88W
iICYQDUEo60tVZ3bXtX4hAVH5u5xR3x8Hk6x74akRDDWKufXJaMIMwrHQ8PCuVAZjgl,2017-10-31 13:01:25.049,-1040295592,0.3540582,0.310018,hKYjMIuIvbftp8LQlyhioL98kKSf81MUpULS4to2c8qMZULxTABstgbedqMTQHio,S9bNjpxRXrGGJ3K3o0miGfSs14ZUeentHMuWiNiYx3Xd9vDMC7r4kDe1J7pDyoh4Z
0gQP2NiwdTubUjBDvs9t3qmNrpKMgrpN4Tff6c9pnZQAfKcOqOBiO6dw8wgh,2017-10-31 13:01:25.049,-1853664948,0.4299791,0.12876874,hKYjMIuIvbftp8LQlyhioL98kKSf81MUpULS4to2c8qMZULxTABstgbedqMTQHio,hZXAH2Ic0QeVaoUf0Y6Nq7KOKQgUi1voWiPqFYSYh1A9GNWWSwusdcYjkaf2nDWH6qhAlH
y929xMbJd1jrbTK5L7k5qBinknVJWdvp6q7nn7xLGg0IpIlbGNjCHAs56VwvJQ37M55,2017-10-31 13:01:25.05,-1514145072,0.43832517,0.25049675,6KhYBe28xFQyrL62AmPI3XLJwHYLJbxnqiuLibfIkkHWegXMEsGM4PGcgcz423Aj4mbR4,RTSkBQgFPH410SViLusRTigbkjR2ffYNvfkJUC4pIDFxp5vymk7sg7nstI8D
XfgVX6aLmD8cwawfk5QM4OeeKZ2sviNYZNG2OeGjjZ9JIO0gVrBM7WwEA9S8If9pW,2017-10-31 13:01:25.05,-1752859912,5.212426E-4,0.68975824,6KhYBe28xFQyrL62AmPI3XLJwHYLJbxnqiuLibfIkkHWegXMEsGM4PGcgcz423Aj4mbR4,3Q0bkJhWhv0CKusguvhiAZHtZCallGxVganaTrHah5b685SrHLXUCXPWB4tR5
M6i5VQZAxq80vVM6bP6T2U2zW9LeYwLoyv1VTu32nCqZ5l4QbS5qAmXDoz9KsAcAk,2017-10-31 13:01:25.05,467741920,0.20825338,0.35571223,6KhYBe28xFQyrL62AmPI3XLJwHYLJbxnqiuLibfIkkHWegXMEsGM4PGcgcz423Aj4mbR4,RTSkBQgFPH410SViLusRTigbkjR2ffYNvfkJUC4pIDFxp5vymk7sg7nstI8D
EEZnSOOQ6VN7QupVUmMo7W5rk3aSZACiYI2tThmYWwJ6Kdzyj4PBgIpeqVdVK,2017-10-31 13:01:25.05,-678421476,0.28034174,0.5251307,6KhYBe28xFQyrL62AmPI3XLJwHYLJbxnqiuLibfIkkHWegXMEsGM4PGcgcz423Aj4mbR4,IG8K6cvQgHBAXqeyWdg2KozCyEUN7iTXqRDrTEuEUOiRY1IBcYJ3HGRZajUatg
VoGHUaIoLYqs0C7ZtzdQNKjfPgoHExgfNW4js0m6Pjf7PNB2O460hG87Zt2dhANNuJG,2017-10-31 13:01:25.051,1644882152,0.34417367,0.3988226,6KhYBe28xFQyrL62AmPI3XLJwHYLJbxnqiuLibfIkkHWegXMEsGM4PGcgcz423Aj4mbR4,urmeQLeDcE0nE3wa6ZBnzQlQOfZfGRb23xhMp5w8DfeMlnE4hK8VXAWBcFkusyV9j8umX
u5vNwBFdnnyhRgl5dFhEhpmqag5okE0XGzUng96Qu7h4UltBCQnhrvIOWZljph46cOP,2017-10-31 13:01:25.051,-2139065656,0.22222018,0.42965478,6KhYBe28xFQyrL62AmPI3XLJwHYLJbxnqiuLibfIkkHWegXMEsGM4PGcgcz423Aj4mbR4,rizWk7BvLyc59kOeDCXLQJBkeoHCGfKn9EPl3Ae9GHxUrVWLiCUHq4l8fB9VHIYV3DX
UweJeQmtmGiH1UV9T4DNm048vmCDMigFh42K1LHAjjtOqTA1bgOgdrxNZKJwIXF,2017-10-31 13:01:25.051,-1502701500,0.8305207,0.029710233,6KhYBe28xFQyrL62AmPI3XLJwHYLJbxnqiuLibfIkkHWegXMEsGM4PGcgcz423Aj4mbR4,bbYV0EFvRsTzjqe1ynr2vqnxa0rdcKb7lT5AIPXziUcKpf5Wy0depUQOVHvHzXFl
VjK2YO4u0xea1W94foxVfY3w4LN7OP7cm7tbnNJua9y7dem6OurgnZDoxObsp0qfVdw,2017-10-31 13:01:25.051,1886199972,0.9623777,0.64897823,6KhYBe28xFQyrL62AmPI3XLJwHYLJbxnqiuLibfIkkHWegXMEsGM4PGcgcz423Aj4mbR4,mAH1FlGvQYXCwGS0NMLmxZhY6op7ZNJHfm8GlhRZWFQKid3VYtArjzDlOAqh
4YWWx1jgJdIWB9mLg8sOeZfmuzP3CH7tdZ6jQToEXf1Do3UoMIOJOmspS01sXhAB6e7Hm,2017-10-31 13:01:25.052,825550480,0.5315838,0.46588707,jgcZrG9HTQVjw9UNBAbd1J6b7ZgaQ1NeZyapHENOaKq9sovTXM4qdKZt0KoDbQlGOhVt,lps7qKfWbXdiMvf4ek212cURQAlNLFWqjyRMmj42g0ITH5Up6X111uLhRR
15d8JUGL6V5tdNGdQCjm2Hgya8ELez1QsuP80IexYYmgQA6RetI3B9UUwbJL2F7,2017-10-31 13:01:25.052,-1525916732,0.37857312,0.9412509,jgcZrG9HTQVjw9UNBAbd1J6b7ZgaQ1NeZyapHENOaKq9sovTXM4qdKZt0KoDbQlGOhVt,biEmRPOVQc9HUulsQkF6XeNYOXX7RlfmEOfsSI7TXlOAWuXFkeriHGHI8Ry2MJ5
Xyd7iBXljrLTFObvc2Byz5CqDfPrAI4ZxECa91mhAgkVSZAjtJN5X2Zb8uPUfZsbL,2017-10-31 13:01:25.052,1431582584,0.18927217,0.59124464,jgcZrG9HTQVjw9UNBAbd1J6b7ZgaQ1NeZyapHENOaKq9sovTXM4qdKZt0KoDbQlGOhVt,wk8avkhllFxAjJDUqV1982qstVFUiul2CwaaOmYJDRTQatdUpK30d8jT4hxcSx8
xhRtXLVZjny6tdG06QLFCamZIIa684FCmjVGwKqivfs0eN9aiGeu7O0YQ2Sk,2017-10-31 13:01:25.052,1460326544,0.5368268,0.840982,jgcZrG9HTQVjw9UNBAbd1J6b7ZgaQ1NeZyapHENOaKq9sovTXM4qdKZt0KoDbQlGOhVt,qu9uNvfwXnBufbjTyg9jWApTN6ZRXsKAPdYkMf67syNsUq2EfaUBpvKsN6x
TTlDfgXG7pJYpsGMzE30H2j76PLoikNixMByyqsfUr1ZTLvh11pWCe12ne,2017-10-31 13:01:25.053,-331282892,0.12016058,0.8835932,jgcZrG9HTQVjw9UNBAbd1J6b7ZgaQ1NeZyapHENOaKq9sovTXM4qdKZt0KoDbQlGOhVt,rizWk7BvLyc59kOeDCXLQJBkeoHCGfKn9EPl3Ae9GHxUrVWLiCUHq4l8fB9VHIYV3DX
ibzfSuzNCs32IxR9KO0VPM5ifpzvyPPKHCUNlmgOkhcGwfx3BGrcqOmh8P6xdWfI,2017-10-31 13:01:25.053,-1337375680,0.17102689,0.79199773,jgcZrG9HTQVjw9UNBAbd1J6b7ZgaQ1NeZyapHENOaKq9sovTXM4qdKZt0KoDbQlGOhVt,qu9uNvfwXnBufbjTyg9jWApTN6ZRXsKAPdYkMf67syNsUq2EfaUBpvKsN6x
y2U6n8IWvh5sjY94kHwYgQRCHXKJMOpkZT4x3Y6rvJjQIUNWdjVv5NolBfOB,2017-10-31 13:01:25.053,1625069348,0.5137357,0.05460459,jgcZrG9HTQVjw9UNBAbd1J6b7ZgaQ1NeZyapHENOaKq9sovTXM4qdKZt0KoDbQlGOhVt,ff5khUOXHAu4YJU0pYGTt6uXTuSyKJ096rqOYllqGjk0KUfccK1bO86dmV5lwoUS
VLX2Z68F0xQFKg8k7ab3jN29YNdfPKDsKmVyxLxblwK9POVVZjyLt6ZfctCBLG4ay6u3C9,2017-10-31 13:01:25.053,199599244,0.88451785,0.113791645,jgcZrG9HTQVjw9UNBAbd1J6b7ZgaQ1NeZyapHENOaKq9sovTXM4qdKZt0KoDbQlGOhVt,9Ond1JDvIg1GPQppcR3Eqqyigi0TlvEBQrBrRTyNd1ev9QzjTlg39Wya3ffVLJcpfo2
Yof7u8O6c2hdLOOTsoDnJePwsnJhjnetCbRnCl5aNrZIFgvU6MnMWO4i6qWL,2017-10-31 13:01:25.053,-1109998708,0.44261962,0.3150077,jgcZrG9HTQVjw9UNBAbd1J6b7ZgaQ1NeZyapHENOaKq9sovTXM4qdKZt0KoDbQlGOhVt,dATSbxk0sbEQKUNNzSoVhpJ1qxEN9A6JnqNlRxJJfzBwkAZOB3vjsPlhGkQjUqn
hQZ8k5LhcNwIKzGNZuXlMw2DvWkhFkPYNJgzmfSoU68m34gtM1qEo2x6rFr,2017-10-31 13:01:25.054,-929557844,0.23825222,0.10336238,WvGfS7q8ohMPlWYFk8doNzZMK9oWSAMKfHauLKnM4oVV3xAVYMSUFMFWlOyy6SYG,d8sDKAnW8Uf9ALALQZ5KzpHCHgQKAB2VPpTGIJrYt4rkN4gm7QCUZ6hBqaay74myS
QN4icX9t4MDwKhqq7N0i1h185YPFVmwdnsuUojEj0MtLWMNHHbLLPiZcBAIzB,2017-10-31 13:01:25.054,-880819524,0.048852324,0.72390187,WvGfS7q8ohMPlWYFk8doNzZMK9oWSAMKfHauLKnM4oVV3xAVYMSUFMFWlOyy6SYG,S0L3Ym3C4BJOu0v9ZsQwXG5U4LOOiBfEKBFJcDH6dlQsECSGxIDLzWgohH
OxNhL0rz4BBurzo1pVDStisHWDMuDFenAKz92ODqTQLgcDwgFWu10aE4sqHQE,2017-10-31 13:01:25.054,-1514188668,0.70309126,0.71997434,WvGfS7q8ohMPlWYFk8doNzZMK9oWSAMKfHauLKnM4oVV3xAVYMSUFMFWlOyy6SYG,AFJJLad04qspvlbhSYI3aFzgfUlhU9IqXuTkgWFfymcfR7r4x9afLOjU7Mo
Zv9Ojopbo8OyOIBwCmgZTeWqRpvgEOUO9YBgE7zReJDQjWPj1ovS5zDHskdjUf9u0,2017-10-31 13:01:25.054,-478247728,0.86411405,0.3806936,WvGfS7q8ohMPlWYFk8doNzZMK9oWSAMKfHauLKnM4oVV3xAVYMSUFMFWlOyy6SYG,bkwJCqtWhRZyS8XBqD2ahreaKOkawBD813jtY9Ug48YLOUkjXcFxc7vPvGv3oQwj9qs
iB2F1bQatBfYXEkRU9PqgA9eZD2WSVg0OMnVkVmOaWB5eLWyfBBUNxWOWf,2017-10-31 13:01:25.054,558184944,0.9220079,0.14756185,WvGfS7q8ohMPlWYFk8doNzZMK9oWSAMKfHauLKnM4oVV3xAVYMSUFMFWlOyy6SYG,AFJJLad04qspvlbhSYI3aFzgfUlhU9IqXuTkgWFfymcfR7r4x9afLOjU7Mo
WqWk42Oi7AZFrsUEhZk7ADJjjJLBLiiPGwY4V87peXAqmLlSMJtkgWFyOfF7dZl9V6Afd,2017-10-31 13:01:25.054,1946871360,0.81126285,0.0660907,WvGfS7q8ohMPlWYFk8doNzZMK9oWSAMKfHauLKnM4oVV3xAVYMSUFMFWlOyy6SYG,S0L3Ym3C4BJOu0v9ZsQwXG5U4LOOiBfEKBFJcDH6dlQsECSGxIDLzWgohH
4YGToquV8dJTseAMONJlNLCnlGAMupQ4rM1LKODWPec0BVytoCPlzOk8hfOI7Wyz,2017-10-31 13:01:25.055,-583834856,0.29831904,0.6124099,WvGfS7q8ohMPlWYFk8doNzZMK9oWSAMKfHauLKnM4oVV3xAVYMSUFMFWlOyy6SYG,mUQLnu1Xk6yTFbuZik3QtcawzMnSEyJcXugZEF4PqMzh8JW3aXE6IKcCGE7Spdj8uk6p
m9VUFtb8fNHFL09I0WN6GpHtgkQeYBUYA8wazibBaq9uzuTm3EjtVh6idPe62w3q,2017-10-31 13:01:25.055,-725002112,0.05670899,0.96910226,WvGfS7q8ohMPlWYFk8doNzZMK9oWSAMKfHauLKnM4oVV3xAVYMSUFMFWlOyy6SYG,FkL7HzKJoX7Zfh4FXu9FvWebV9Bv6bPXzfJsdxMMwgOJrYw8ItHAssXQnceR1ICO7mQ7p
nRhroSEVMq0TT445plUkr4RI7IWGAYENagEd09dNAFlsvkxWNUmzsI6noAmlu5x8suiXZ,2017-10-31 13:01:25.055,-496977468,0.7083232,0.76836365,WvGfS7q8ohMPlWYFk8doNzZMK9oWSAMKfHauLKnM4oVV3xAVYMSUFMFWlOyy6SYG,iV06ttOwf9NvIkUpOTH5jLkPZb0SYigy10ZpMDqOLmOSdlZvrOxNTM7ONdJwSwpNZ4ciXs
P2pVHE4egkgMOqUTTdmisg3dqP7IHTTqCw9t6FakZ1XYupFfXCLUVi5y4M3DV,2017-10-31 13:01:25.056,-1245388880,0.9550831,0.6904827,flarQTea6uxABue3R7kbGaMumDYB8qRbi2Zcs8uENS1OdVlClOI9N93GNkl4RvTfG8IG,0Gd2L7cY1VdwpU96damtBXzuv6OyCqGh4v9v0ptdnjEQUtDQ1zxRqNXnwv7vx4Kx
MTqmb3FK27RxcoIsKQQ1jXnTucsJ1LU23TrLxTNA1INi8ge31LIhm7GEMTa,2017-10-31 13:01:25.056,566547612,0.30735356,0.2602889,flarQTea6uxABue3R7kbGaMumDYB8qRbi2Zcs8uENS1OdVlClOI9N93GNkl4RvTfG8IG,YVXNJdApaGFuOOzGLIDvJfwSoVMK1sgOlueNhxlPse18EVzKT6VjhQ03iLP6hR0Ujxf0
P78uXQpkDPlvR9P0t1pa7AUGRtdMo0iQfivyCgUjXWWhbc9muHhCjaMGAl,2017-10-31 13:01:25.056,-723940124,0.17227936,0.43737882,flarQTea6uxABue3R7kbGaMumDYB8qRbi2Zcs8uENS1OdVlClOI9N93GNkl4RvTfG8IG,FgGKOnjOWqhp60cHyNiepT2JZQ6jL9k5R213lepQpgItQBaK2UnQT3wxQ7c2
AnDk0fNaUg0hBD5gs2H4B8S3CctIRH3qcvhJFjHdrOXURUPjnK94pbWRsYHeF144hC,2017-10-31 13:01:25.057,-1474071636,0.99300855,0.016221046,flarQTea6uxABue3R7kbGaMumDYB8qRbi2Zcs8uENS1OdVlClOI9N93GNkl4RvTfG8IG,yiGruYDUvEoT0UUzwVdmqTYjVMATxA8W1g4RitvZqNyuXG7aDD4NH2Q7kea
