ID,timestamp,durantion,consumedDisk,consumedCPUrate,status,parentJob
11Ulw5MzetcC29azGOgn4kiDQZ,2017-10-25 15:08:16.1,-609140551,0.9906515,0.77481735,1965339066,2I6bG1TJCWkp0h8nQa75rGiIs
cCBtX8M64QU3T1R1X4v1H25,2017-10-25 15:08:16.1,-1324362946,0.5465882,0.35651612,167258080,2I6bG1TJCWkp0h8nQa75rGiIs
J2bK8OvrrXIq180iQVUMdxvl,2017-10-25 15:08:16.1,1981255499,0.4460141,0.35897154,-770220422,2I6bG1TJCWkp0h8nQa75rGiIs
ofWt4P0yhmqBrtt8fhcDEg,2017-10-25 15:08:16.1,403289266,0.4766379,0.046872437,-2046631033,2I6bG1TJCWkp0h8nQa75rGiIs
ctIcOha6ngS3qG8999A5L7e,2017-10-25 15:08:16.1,-783619737,0.86656797,0.48506176,555757603,0qD8WoLXMDkxBvbe9oeBApsRDw
YI1KxMzpAHthJaxlvLxRR7,2017-10-25 15:08:16.1,-352915159,0.31656694,0.352535,-120485616,0qD8WoLXMDkxBvbe9oeBApsRDw
KxXG3S9GS0nVrVcbRwNEbh,2017-10-25 15:08:16.1,769958446,0.83208793,0.0016413331,703314990,0qD8WoLXMDkxBvbe9oeBApsRDw
lWtHoUrkYLRVLoUb2AOYvsDwM,2017-10-25 15:08:16.101,1081941798,0.6185814,0.33524102,1518507514,0qD8WoLXMDkxBvbe9oeBApsRDw
8p7iHZ0G4P8TjbAyNega8Nj,2017-10-25 15:08:16.101,1684645220,0.98815125,0.46807247,-696129895,0qD8WoLXMDkxBvbe9oeBApsRDw
mqgJyug6EgM9T6pv9lLZJN4,2017-10-25 15:08:16.101,788237857,0.21487665,0.94046503,997340575,0qD8WoLXMDkxBvbe9oeBApsRDw
v7cTBVGy0ZRCNCINa5u9k57EP,2017-10-25 15:08:16.101,-497569505,0.97985464,0.93758607,1463146191,0qD8WoLXMDkxBvbe9oeBApsRDw
AZKrYzb8sLyzbSKBgZ4C4Wo,2017-10-25 15:08:16.101,2110129476,0.24172938,0.94901747,-291807845,oCwVfUfJtDzS55B4SxoRTy1Id
sKWcSgiFDNufEQXyWYHhGS7YsM,2017-10-25 15:08:16.102,1568134892,0.28535688,0.1485514,2672148,oCwVfUfJtDzS55B4SxoRTy1Id
unhE4d4Klcl3xACGYxDIgFHpq,2017-10-25 15:08:16.102,2002767119,0.13857627,0.5501356,-1148300273,oCwVfUfJtDzS55B4SxoRTy1Id
omRraXogwOPbcCqhABZI0Xh26B,2017-10-25 15:08:16.102,-470779262,0.8266053,0.7285917,-367305572,oCwVfUfJtDzS55B4SxoRTy1Id
pZwiyu7Uc6Vz7tBHtQCD6KV,2017-10-25 15:08:16.102,240122385,0.3097754,0.7536016,-1231544344,oCwVfUfJtDzS55B4SxoRTy1Id
MgzsxAW3qgL17KwtggU7PROO,2017-10-25 15:08:16.102,1048014415,0.4523502,0.5844391,-593771429,oCwVfUfJtDzS55B4SxoRTy1Id
ndLqjBBDuMh2KWl6yFzQElIQw,2017-10-25 15:08:16.103,191456786,0.8398656,0.09229994,-572418123,oCwVfUfJtDzS55B4SxoRTy1Id
JgLrmVDyKQhosUBZaBHj0iZwj,2017-10-25 15:08:16.103,-161944112,0.7274859,0.35443306,2133900149,oCwVfUfJtDzS55B4SxoRTy1Id
R1wfkCzBkWy0jZaEB9Y02F3Hj,2017-10-25 15:08:16.103,-2065272642,0.42401618,0.57096165,89140044,oCwVfUfJtDzS55B4SxoRTy1Id
seJyfd14tNRsvgIrcG16XaG7Bt,2017-10-25 15:08:16.103,1146145864,0.7382613,0.9373886,-485338595,KemUkQhwqSCKYgW4SclmT8po
1XOJhAmwfPOxj8DXqMAhbl7E,2017-10-25 15:08:16.103,-174892737,0.102104664,0.14226401,1696327215,KemUkQhwqSCKYgW4SclmT8po
hKENdaT5ckO7NkuMSZLyeX,2017-10-25 15:08:16.103,1395089712,0.2954473,0.7629528,-1520966490,KemUkQhwqSCKYgW4SclmT8po
BQWLeEwMAsZYwdXFqehtRQ,2017-10-25 15:08:16.103,-157719283,0.9536046,0.9741608,-1429975019,KemUkQhwqSCKYgW4SclmT8po
ajLuPfvsqCbsQOnudIRNpKiSk,2017-10-25 15:08:16.104,-1349497568,0.5544354,0.12966377,-1974238727,KemUkQhwqSCKYgW4SclmT8po
acnvPPC176G2i5Xi7KAOUmPfq,2017-10-25 15:08:16.104,1433227946,0.54707676,0.99156123,1190899840,KemUkQhwqSCKYgW4SclmT8po
lEjHk7b2UPXRM0djwo0lDOOQ,2017-10-25 15:08:16.104,552395148,0.24544787,0.32435352,-1695031906,KemUkQhwqSCKYgW4SclmT8po
779s7KX9SqrM9hZaVA1I68Ks,2017-10-25 15:08:16.104,-584843822,0.4377041,0.030801654,-895024284,cNnq2QPYFwatnWt6Mg8Ijd
V6Uivcr6qTyaab3AxyAa7FNs,2017-10-25 15:08:16.104,848626709,0.45947307,0.8021924,1043052764,cNnq2QPYFwatnWt6Mg8Ijd
NXuNZnoPBZ4w3yExGrL1JWe,2017-10-25 15:08:16.104,664990766,0.4317541,0.62468404,-1373084677,cNnq2QPYFwatnWt6Mg8Ijd
WBdTNVLAC1rOVpBAiq28bx,2017-10-25 15:08:16.104,-73012597,0.58077866,0.2757182,772564234,cNnq2QPYFwatnWt6Mg8Ijd
Tx71GlTlw89e1byTpzqZZ4,2017-10-25 15:08:16.104,-2089590216,0.6578639,0.963263,-1944201329,cNnq2QPYFwatnWt6Mg8Ijd
d2eCkYIaIhG5iAtAoOnivh,2017-10-25 15:08:16.104,93970981,0.5174994,0.64064395,1680457024,cNnq2QPYFwatnWt6Mg8Ijd
DwTyUXl8cDFoEVqFhquPz2,2017-10-25 15:08:16.105,1296852364,0.39520413,0.5996787,1572083843,cNnq2QPYFwatnWt6Mg8Ijd
H5Di9afSrFeI39UbUQ0swN2BR,2017-10-25 15:08:16.105,-1078170277,0.67204326,0.28668356,1036847224,cNnq2QPYFwatnWt6Mg8Ijd
KGHFMYmHshwqW0RjZE4ZKOJ3,2017-10-25 15:08:16.105,1831651604,0.05420637,0.19744378,977906128,cNnq2QPYFwatnWt6Mg8Ijd
vePtulNKjnWIQKMM2tFSC8O,2017-10-25 15:08:16.105,1838338417,0.4189359,0.411112,-1215184311,uDfNg4lRRa8EQ19lhsbrG5gg
A1WXg2burgsyQUkIQ6AvOoS,2017-10-25 15:08:16.105,-249574970,0.7835927,0.22469682,-1618333132,uDfNg4lRRa8EQ19lhsbrG5gg
0NxzyUrDM0zCSVlFOoJRk5kNqs,2017-10-25 15:08:16.105,-1236473687,0.3070622,0.68450725,449017387,uDfNg4lRRa8EQ19lhsbrG5gg
iHcpyFPyGQMkEBXv4I8wvDsWG,2017-10-25 15:08:16.106,-974413552,0.8185513,0.7886651,529263603,uDfNg4lRRa8EQ19lhsbrG5gg
6LkHwlnbrO6Dz61HrLCdjXF,2017-10-25 15:08:16.106,-1383712105,0.3935768,0.9719535,409866131,uDfNg4lRRa8EQ19lhsbrG5gg
0mTqf7d9C3PdAvzj1eANaCwp1H,2017-10-25 15:08:16.106,761476389,0.8027461,0.2940467,-614215265,uDfNg4lRRa8EQ19lhsbrG5gg
Cy9XTWJXPJ5uL3ym31BW1DZhb1,2017-10-25 15:08:16.106,2089737219,0.51137596,0.0651356,905246627,uDfNg4lRRa8EQ19lhsbrG5gg
M5ounk1XtbylGVa7WRynsy0JJZ,2017-10-25 15:08:16.106,-259493437,0.3907869,0.5590937,-2082182514,uDfNg4lRRa8EQ19lhsbrG5gg
HgQY2uQHOVlAEXBpq0TxH7EIoy,2017-10-25 15:08:16.106,446735292,0.083992004,0.35517478,682950551,nTp7rZ85u7niKPfcF5KKVFNP
mDt7LOJplgg2fuRqgem7qcZYo,2017-10-25 15:08:16.106,1263648830,0.38570666,0.6628887,-1017322189,nTp7rZ85u7niKPfcF5KKVFNP
OKuph8jucElogf3tbtimyA9G,2017-10-25 15:08:16.106,-564034234,0.12293416,0.70933414,1059327813,nTp7rZ85u7niKPfcF5KKVFNP
q6xm9TNQP9KLFLiZBikN0HK9r,2017-10-25 15:08:16.106,-1114725515,0.84266925,0.8832532,1173161273,nTp7rZ85u7niKPfcF5KKVFNP
cPG90nd5suIfuCK7Zpq7fspp,2017-10-25 15:08:16.106,-1594448792,0.8327262,0.20435375,-1307199629,nTp7rZ85u7niKPfcF5KKVFNP
GOvuoGnqhVmp2PNIhayXbCxq,2017-10-25 15:08:16.106,1935915986,0.8616875,0.8388868,-1117259347,nTp7rZ85u7niKPfcF5KKVFNP
prS7EiF52Djm8TJv6vtj4Z,2017-10-25 15:08:16.106,2041180968,0.326019,0.16304862,1042124374,nTp7rZ85u7niKPfcF5KKVFNP
fmsQGobTs5vfpXdwGYMLbWd,2017-10-25 15:08:16.106,1654401665,0.7556078,0.39849973,660231986,nTp7rZ85u7niKPfcF5KKVFNP
CBNKBN36r6NOi3JwA2oxrcEU,2017-10-25 15:08:16.106,-1610833324,0.64767754,0.7649463,-1349523432,nTp7rZ85u7niKPfcF5KKVFNP
a0MJexKoBOUdyz78HszqwGZ,2017-10-25 15:08:16.106,1647434816,0.19096863,0.16581595,800089058,WptLHWlyKAfSldUzDEz1c92x9l
jTDhSgDntLUUKRn4ZLTkdj,2017-10-25 15:08:16.106,-704567197,0.3475188,0.3187849,-1674762546,WptLHWlyKAfSldUzDEz1c92x9l
CZYgOA0TXNxMsQU4g7LmwlO0i2,2017-10-25 15:08:16.108,-307425799,0.7017082,0.62474215,688701208,WptLHWlyKAfSldUzDEz1c92x9l
zzNfMAgPnwSZTMtoTCa4gvScY,2017-10-25 15:08:16.108,-1041230357,0.052392125,0.9354038,1089888073,WptLHWlyKAfSldUzDEz1c92x9l
cAavsgflLMjwVzmmiQd48R4vo,2017-10-25 15:08:16.108,-1842935386,0.37597495,0.23278522,-314929427,WptLHWlyKAfSldUzDEz1c92x9l
0miXDopxclfnTojiPl4iL226U,2017-10-25 15:08:16.114,-1032865830,0.56097186,0.15090692,-1960983744,WptLHWlyKAfSldUzDEz1c92x9l
vcfh0LZGorcSfCe0dkKOXe,2017-10-25 15:08:16.114,1648568954,0.75687224,0.7845965,2099247911,WptLHWlyKAfSldUzDEz1c92x9l
jsiqO5d7BqWha9RT9BgWQxsC8,2017-10-25 15:08:16.114,995591455,0.8484945,0.63945836,-1984676308,WptLHWlyKAfSldUzDEz1c92x9l
blXbI6qzAI2x6TEwAKC6WMxog,2017-10-25 15:08:16.114,139788801,0.90934527,0.24582928,-1685925186,Ihg7m0aB5I9lspKtYcYL9L754
PyIdLclOiDcbDEr2hGenwfLAk,2017-10-25 15:08:16.114,-583020132,0.8992025,0.86240625,-1710050921,Ihg7m0aB5I9lspKtYcYL9L754
eUc492qa0pRd6kCQ6RDvFf6Id9,2017-10-25 15:08:16.114,2128025692,0.12940001,0.64529115,-1209404004,Ihg7m0aB5I9lspKtYcYL9L754
9XGaOApES7HCyqaUzhjHfxJu,2017-10-25 15:08:16.114,-809038560,0.007115543,0.43891436,-938710441,Ihg7m0aB5I9lspKtYcYL9L754
whT2jUFiIniqKnx0IvnDTf,2017-10-25 15:08:16.114,-761728957,0.9262069,0.36134118,1505123607,Ihg7m0aB5I9lspKtYcYL9L754
2jDxihKmTwAHAPBOhlOLhD,2017-10-25 15:08:16.114,-747991247,0.21014935,0.86542904,-1905465166,Ihg7m0aB5I9lspKtYcYL9L754
gILiFqPrhe0gVNMcHUmITdXYL,2017-10-25 15:08:16.114,138919145,0.7448904,0.50680083,491566236,Ihg7m0aB5I9lspKtYcYL9L754
d099Gn4pDL5nWOgjhmBTARDut,2017-10-25 15:08:16.115,-855984326,0.9641863,0.5635771,-539862832,I8ek4tYE5Bv8775SgObQZrd
rup6LypeymHW8Fpj51HP7g,2017-10-25 15:08:16.115,1019417029,0.0042725205,0.9980342,-1002970954,I8ek4tYE5Bv8775SgObQZrd
QGY3O9MWCgeGcA8t4r49r5W,2017-10-25 15:08:16.115,-844962781,0.44014043,0.10223085,-1298279442,I8ek4tYE5Bv8775SgObQZrd
cJQNfOynKEiaJagoloONJK0mYQ,2017-10-25 15:08:16.115,1214122818,0.94912654,0.32799816,1092756329,I8ek4tYE5Bv8775SgObQZrd
bRkKtJ90fBexud23GJdCIxi8a,2017-10-25 15:08:16.115,-166398960,0.7458493,0.43859428,-136126465,I8ek4tYE5Bv8775SgObQZrd
e8zcUuTWmDeLhScpjPnZYO,2017-10-25 15:08:16.115,-106923220,0.23413259,0.22891712,-794496911,I8ek4tYE5Bv8775SgObQZrd
2yukSnR8EKREUE1QAi31Gq1NB,2017-10-25 15:08:16.115,1977545802,0.4547357,0.59431577,1625328440,I8ek4tYE5Bv8775SgObQZrd
GSR3u9WekiUFVzcjdXIrZys6f,2017-10-25 15:08:16.115,-1729822158,0.8886098,0.9563113,-1817107996,I8ek4tYE5Bv8775SgObQZrd
GGhdqptRapofyKu0Eo6kevEe,2017-10-25 15:08:16.115,804902344,0.10589051,0.936883,-1069103727,I8ek4tYE5Bv8775SgObQZrd
IkAMmXv37indQvx5MTKvg8Wvkl,2017-10-25 15:08:16.115,-1442832133,0.13526297,0.21077448,1452396030,s8iVVGq37A1i0ycKWo4COHece
ZoW7m9BK0q0dYPKtdvVvdD4,2017-10-25 15:08:16.115,1456454244,0.6383463,0.057085574,-1562195173,s8iVVGq37A1i0ycKWo4COHece
cbH8FydsXlpou5UvzI9BVwoe,2017-10-25 15:08:16.115,-1484278877,0.7008269,0.3238778,-616939709,s8iVVGq37A1i0ycKWo4COHece
U0yfAD9K5CEJqoZflXFNRyj4,2017-10-25 15:08:16.115,995919883,0.16160029,0.99471813,1582162559,s8iVVGq37A1i0ycKWo4COHece
3M90HpsIgUJsBOJsBEQAllRb,2017-10-25 15:08:16.115,1745910504,0.3712743,0.14561576,-1577402134,s8iVVGq37A1i0ycKWo4COHece
mF2G27vxTDxQhRBloOVe5j8i,2017-10-25 15:08:16.115,96548612,0.28914547,0.45888543,1139372529,s8iVVGq37A1i0ycKWo4COHece
vNBweplJAwtkLP5TT99ZWx,2017-10-25 15:08:16.115,-2061999601,0.36086828,0.6354767,-913079018,s8iVVGq37A1i0ycKWo4COHece
IMvlWgXqXmFpxs7YkWHCSPSi,2017-10-25 15:08:16.115,-1950377255,0.90921766,0.73453015,223930312,s8iVVGq37A1i0ycKWo4COHece
s3NaYObCFINu5Ud38usnvoz,2017-10-25 15:08:16.115,-1593547550,0.6560754,0.8023339,578534882,zOxDEfN9hp9plv2XbQSxy4Js
WLvv75ekqWcF14g91e7dtVW3,2017-10-25 15:08:16.116,1143472951,0.561242,0.5910245,72797642,zOxDEfN9hp9plv2XbQSxy4Js
dEtsOR713vYQZISCNY0TFHi,2017-10-25 15:08:16.116,321296532,0.15165246,0.1977284,361219357,zOxDEfN9hp9plv2XbQSxy4Js
y0zWE8NYAmYxFn3gnblvqF,2017-10-25 15:08:16.116,999988579,0.6902714,0.09329468,1102944586,zOxDEfN9hp9plv2XbQSxy4Js
A4LMazpSLnUDXHIZDHn1WTdACH,2017-10-25 15:08:16.116,-1852904426,0.83670366,0.26522535,595508075,zOxDEfN9hp9plv2XbQSxy4Js
LEEgfGQI1iPWs94oUgkIZA9A,2017-10-25 15:08:16.116,-2062735929,0.93878335,0.5099874,285588766,zOxDEfN9hp9plv2XbQSxy4Js
LoNGBDl7sIis4eMFcZMOMN,2017-10-25 15:08:16.116,-1864092941,0.1277743,0.7267185,-1992121750,zOxDEfN9hp9plv2XbQSxy4Js
0gE75rX7m1FKP2gWUxwLgLjxu,2017-10-25 15:08:16.116,-267634846,0.025217474,0.8146226,-1003684429,i7oduawmbg281fBhEsZxMw
stoLpMdCqPeiNNe4NZMEKmX,2017-10-25 15:08:16.116,-1259605177,0.09489018,0.31887412,2084265187,i7oduawmbg281fBhEsZxMw
YtXfDaziVXMQQWsNUxFwaGa,2017-10-25 15:08:16.116,1811152800,0.5099829,0.81336194,1210530170,i7oduawmbg281fBhEsZxMw
ZV128I19jveewBa8iGXAs2Lb2,2017-10-25 15:08:16.116,716889668,0.65154135,0.18639416,259291935,i7oduawmbg281fBhEsZxMw
VFWC3jUwmps7zGWjmVKxyWyGh,2017-10-25 15:08:16.116,-1458744154,0.66808254,0.98352873,1669545664,i7oduawmbg281fBhEsZxMw
cKnqEU6QooGptM6go2CCPjmXSc,2017-10-25 15:08:16.116,1735257858,0.9325711,0.71757185,614722235,i7oduawmbg281fBhEsZxMw
xYh5MK7K1M4bR2jgUUwAaU2jrK,2017-10-25 15:08:16.116,1838755538,0.8134803,0.35764772,-445262455,i7oduawmbg281fBhEsZxMw
DfS7OilxILsarZAcezExF1,2017-10-25 15:08:16.116,-1062921018,0.21962547,0.9903003,-220220370,i7oduawmbg281fBhEsZxMw
GITmZ2OczWN4KISNPeVN3ZT,2017-10-25 15:08:16.116,1936958509,0.052722156,0.77862203,-957795863,i7oduawmbg281fBhEsZxMw
Sh6HuUdmiUrQhmjS6S2Xqj,2017-10-25 15:08:16.117,1210801951,0.82711303,0.7680466,128086947,dmlyO6sGc28d5fM4ZNZLup5yZ
FBwPagcrrB0Sy1yJcDzu8wkKZg,2017-10-25 15:08:16.117,-1062213364,0.75035286,0.9761381,1907968440,dmlyO6sGc28d5fM4ZNZLup5yZ
sup6bJPl6TSqr7g0HuRXipFvX,2017-10-25 15:08:16.118,-1366084301,0.6217665,0.68492174,-1334298742,dmlyO6sGc28d5fM4ZNZLup5yZ
iPAfJZ7SpU7dxecrJgxUxhZYm,2017-10-25 15:08:16.118,1948313514,0.6737785,0.066244185,126064150,dmlyO6sGc28d5fM4ZNZLup5yZ
uF4MBJNK368m7XPVL0GgonY,2017-10-25 15:08:16.118,-770321983,0.04878217,0.215388,1242201829,dmlyO6sGc28d5fM4ZNZLup5yZ
5nVwhWsbmMWMrXnl5sdu5zbg3,2017-10-25 15:08:16.118,-364592800,0.45565498,0.8373444,-2085295999,dmlyO6sGc28d5fM4ZNZLup5yZ
i6SHWKNuPf420vPRWDgjvVy2,2017-10-25 15:08:16.118,-132166337,0.0934844,0.6161501,250882368,dmlyO6sGc28d5fM4ZNZLup5yZ
YnAW85NFbDInOPevHeDZKqa,2017-10-25 15:08:16.118,-263063086,0.737661,0.29793674,1193326395,ln5wnLk04DEEmhrA3VIQR5WSQ
Vx8dU5fqpwofTCo2uEp8pvb,2017-10-25 15:08:16.119,-791879209,0.10046035,0.70014936,-1339163458,ln5wnLk04DEEmhrA3VIQR5WSQ
tzFqq1C7wlGVnCeI9aofUFT,2017-10-25 15:08:16.119,-584794744,0.032898724,0.29531676,-681752352,ln5wnLk04DEEmhrA3VIQR5WSQ
qBtBrVuSR9yDo8TKAXD9pMpVE,2017-10-25 15:08:16.119,2127354455,0.49410194,0.8277584,-1571589550,ln5wnLk04DEEmhrA3VIQR5WSQ
GnWH0yccnHLJxHkyYI3uzEPP,2017-10-25 15:08:16.119,1917871513,0.33707476,0.843722,-1640095453,ln5wnLk04DEEmhrA3VIQR5WSQ
haEKZslHeYl3LHQyZ7LjBi1U,2017-10-25 15:08:16.119,-10272793,0.87155896,0.5780474,-238421815,ln5wnLk04DEEmhrA3VIQR5WSQ
C4dPk4THSLBb9cxmvnCvej37,2017-10-25 15:08:16.119,-601438262,0.63656425,0.10830653,-445089855,ln5wnLk04DEEmhrA3VIQR5WSQ
kJaOu9D8EnJKypzd4G6f7hDlZ,2017-10-25 15:08:16.119,-1647475617,0.88779193,0.28448385,1403270661,OXJmkULZ1TtGkTx7XThlF2Wd
eVBu1CoPc9u8kNB8bHUIG0hc,2017-10-25 15:08:16.119,2072762218,0.29769802,0.3374886,-2085135091,OXJmkULZ1TtGkTx7XThlF2Wd
74iBGqY28XCbu21FqqNijQVdVE,2017-10-25 15:08:16.119,-911978801,0.42442578,0.7811452,1949497929,OXJmkULZ1TtGkTx7XThlF2Wd
g9iJFpjGrRdrExg3HnUZcxJid,2017-10-25 15:08:16.119,1774162922,0.78131807,0.22024947,1959005277,OXJmkULZ1TtGkTx7XThlF2Wd
HU1lfyIIDZ9gk7fozXd6mel,2017-10-25 15:08:16.12,-339425949,0.578144,0.9819011,-2136989087,OXJmkULZ1TtGkTx7XThlF2Wd
KD5K8x9jcsGoMqSHS2fkV9,2017-10-25 15:08:16.12,-2099501457,0.20344883,0.83272034,1280378276,OXJmkULZ1TtGkTx7XThlF2Wd
fR505C4nizDtjTU2I2NgZKHAK,2017-10-25 15:08:16.12,1237908693,0.7032964,0.20734888,-2015063598,OXJmkULZ1TtGkTx7XThlF2Wd
DntNLFhkOJ1OgHDKtWZdJBxfc,2017-10-25 15:08:16.12,1515601519,0.91804755,0.6212843,1053304334,OXJmkULZ1TtGkTx7XThlF2Wd
mQjDX7h64CzY21FS8qqoVLq0,2017-10-25 15:08:16.121,-1497246598,0.5072414,0.11148882,-1371052769,6qZLGXEoCx6pKyjHKmo9hJ
RrRpx4ogIXJ6UC3KhUH1vO,2017-10-25 15:08:16.121,1287016338,0.7454565,0.42650974,-378419934,6qZLGXEoCx6pKyjHKmo9hJ
4W0MFErwZxD6BIpFPmvRii,2017-10-25 15:08:16.121,918745917,0.90165854,0.20051372,-1007384942,6qZLGXEoCx6pKyjHKmo9hJ
FZEE3plP2mnEYvwzm7RG2hdp,2017-10-25 15:08:16.121,-1731884348,0.14773327,0.65823877,1961928145,6qZLGXEoCx6pKyjHKmo9hJ
BQV1aOuyo9y8WKK2DAE1uX,2017-10-25 15:08:16.121,1361432446,0.14087623,0.98738664,1159939391,6qZLGXEoCx6pKyjHKmo9hJ
4f5hXYbVlYFDnCPZYLspcU,2017-10-25 15:08:16.121,-1056833192,0.43728578,0.78200006,-1524538721,6qZLGXEoCx6pKyjHKmo9hJ
IFGQxiq7vzMLmS2XWkhyhS,2017-10-25 15:08:16.122,1576818084,0.054085493,0.95642704,246248103,6qZLGXEoCx6pKyjHKmo9hJ
Y5EppcaCpvKCrN2T35ALe4,2017-10-25 15:08:16.122,-1631178837,0.46144092,0.24232596,-719746354,6qZLGXEoCx6pKyjHKmo9hJ
p7FlEkxpyu7H3t2w2tAXlQc5i9,2017-10-25 15:08:16.122,1912623605,0.75011784,0.39883548,-830520626,6qZLGXEoCx6pKyjHKmo9hJ
IGCWBPuQeSVB11pdfC6HBwJw,2017-10-25 15:08:16.122,1413481286,0.64170307,0.22828394,-1602798393,qBOAABxe7Ih5Tp3VkTzK7tP7iV
o6eV4ITnMyGwC6W4EXu7hV,2017-10-25 15:08:16.122,-1668078696,0.17546868,0.8659486,-1309972073,qBOAABxe7Ih5Tp3VkTzK7tP7iV
kdasyksw8XSyuPHR0cFht9px9,2017-10-25 15:08:16.122,1681236667,0.56940025,0.30945462,1853332887,qBOAABxe7Ih5Tp3VkTzK7tP7iV
wLkWAyYmNrCzmV1EePoPwsBojJ,2017-10-25 15:08:16.122,-514634175,0.08599973,0.44921613,-521285119,qBOAABxe7Ih5Tp3VkTzK7tP7iV
Usew0laXraQAN5XoMzeBdbNJy,2017-10-25 15:08:16.122,1467521232,0.5930421,0.48731905,2057514979,qBOAABxe7Ih5Tp3VkTzK7tP7iV
8UjiFCRtokFMct2DYnUGdgqp,2017-10-25 15:08:16.122,1909167234,0.41996312,0.5053883,-1517717752,qBOAABxe7Ih5Tp3VkTzK7tP7iV
TIwwDhgIF9ONl00rXmtjiz,2017-10-25 15:08:16.122,2143511454,0.39075774,0.8566659,1863964211,qBOAABxe7Ih5Tp3VkTzK7tP7iV
02BLMdpEeQGoizXx9jI91fcn,2017-10-25 15:08:16.122,1724983533,0.81965834,0.24653071,1718905628,FsFmK1xlATy57GkfBPj2ydcTVR
QKvMe6fLTsKjLcZ1lb4OyaJE5T,2017-10-25 15:08:16.122,-919730557,0.85803163,0.67060846,-224275930,FsFmK1xlATy57GkfBPj2ydcTVR
O8oCPk7La0K8OfiIeVcX21A,2017-10-25 15:08:16.122,731275792,0.7385437,0.94432735,-635842851,FsFmK1xlATy57GkfBPj2ydcTVR
zzdW2y3eO7hukt0Kg3v8ijP,2017-10-25 15:08:16.123,-109959339,0.20446748,0.3275184,-1100675615,FsFmK1xlATy57GkfBPj2ydcTVR
j7sXTdPHo1xTr8kUmWaL1o1pt,2017-10-25 15:08:16.123,206932367,0.9979953,0.35201186,118274340,FsFmK1xlATy57GkfBPj2ydcTVR
v8LFM9HzeMVJ1A5UlyIU2mlq,2017-10-25 15:08:16.123,-1119384556,0.046366334,0.03523338,-926172857,FsFmK1xlATy57GkfBPj2ydcTVR
xEKKGUcHLYWMWSWOR0fb20yy,2017-10-25 15:08:16.123,-1038202224,0.29503363,0.5729717,-730538363,FsFmK1xlATy57GkfBPj2ydcTVR
cK57FM7mFaAYHsQUrU4JGy,2017-10-25 15:08:16.123,1873873344,0.55242115,0.3388837,-2084228815,xCU6Q9eU7gxc2OB2k0WXhv8
VnQAyEwTVrfvr8vlDKkZfTBYs,2017-10-25 15:08:16.123,1874027727,0.36895835,0.44963306,-451768379,xCU6Q9eU7gxc2OB2k0WXhv8
6PDGly7PxmBIakdA7lZKPN,2017-10-25 15:08:16.123,-58176753,0.46483243,0.100400925,-2003480232,xCU6Q9eU7gxc2OB2k0WXhv8
Dobf4ALwGIS1eMMKqQk9cN,2017-10-25 15:08:16.123,-1219971138,0.733466,0.43449885,-744847979,xCU6Q9eU7gxc2OB2k0WXhv8
0peSrkB0KTFECIDMpGZJ9deXJ2,2017-10-25 15:08:16.123,-1570844070,0.9760062,0.29268348,1760036325,xCU6Q9eU7gxc2OB2k0WXhv8
TFrJrD0c0WpZTQIpNiNSjF,2017-10-25 15:08:16.123,1563168103,0.9475478,0.22388363,-1500558066,xCU6Q9eU7gxc2OB2k0WXhv8
oejgXCSrXAtKuWO6pJ6N1B,2017-10-25 15:08:16.123,704706321,0.10108322,0.0076214075,420973104,xCU6Q9eU7gxc2OB2k0WXhv8
SR0IH33NWDhneEt8LsYRC3GHx,2017-10-25 15:08:16.123,1277650944,0.8993418,0.8093916,-1214075493,jDyn5QJbxBcG6mxqQUPsS4d
70Chcu2s476Busm3hlIa9xBmmS,2017-10-25 15:08:16.123,-2064480884,0.17619014,0.91293776,-1388207585,jDyn5QJbxBcG6mxqQUPsS4d
GiDeNJ8nj7ijdKLtq8bNtlvaxh,2017-10-25 15:08:16.123,-335623664,0.04191488,0.2030645,1951710987,jDyn5QJbxBcG6mxqQUPsS4d
0kx0tjGCPg93KuPAsbngtv9z,2017-10-25 15:08:16.123,93289720,0.5584524,0.9549535,452028433,jDyn5QJbxBcG6mxqQUPsS4d
zr5CWOsq7Af4MwcvX8VUaHoaA,2017-10-25 15:08:16.123,-2063267106,0.5436619,0.65827394,-1196233986,jDyn5QJbxBcG6mxqQUPsS4d
DfvodBbP17qX8w7bufjnwGTrr,2017-10-25 15:08:16.123,2087543790,0.9189779,0.2583903,760057690,jDyn5QJbxBcG6mxqQUPsS4d
CT3LNVsBrCMOsEWf5u82bX46eH,2017-10-25 15:08:16.123,836352785,0.93870986,0.70828366,181307848,jDyn5QJbxBcG6mxqQUPsS4d
SFKKbVqQCU63qKWDdsVcK3ZnAv,2017-10-25 15:08:16.123,-2108781339,0.5211561,0.7174353,439416397,jDyn5QJbxBcG6mxqQUPsS4d
FiYebl7kyuHIjyMYWhJPcDOX,2017-10-25 15:08:16.124,-2064837815,0.925228,0.40005028,-32407517,7FLuKQY9vA6yQNKbWZoS9pCs
HQiWuLxzPipedLgiTnpOet,2017-10-25 15:08:16.124,1535268349,0.5010675,0.8640443,-707381714,7FLuKQY9vA6yQNKbWZoS9pCs
GFUcR4CktCooUuRuN7AWlErE,2017-10-25 15:08:16.124,-951776866,0.37196302,0.48336643,1098320652,7FLuKQY9vA6yQNKbWZoS9pCs
